Epoch: [0][0/200], lr: 0.00038	Time 3.444 (3.444)	Data 0.844 (0.844)	Loss 0.6938 (0.6938)	Prec@1 37.500 (37.500)	
Epoch: [0][133/200], lr: 0.00038	Time 0.076 (0.103)	Data 0.000 (0.007)	Loss 0.6837 (0.6945)	Prec@1 62.500 (47.295)	
Epoch: [0][134/200], lr: 0.00038	Time 0.081 (0.103)	Data 0.000 (0.007)	Loss 0.7353 (0.6948)	Prec@1 0.000 (46.944)	
Epoch: [0][135/200], lr: 0.00038	Time 0.079 (0.102)	Data 0.000 (0.007)	Loss 0.6841 (0.6947)	Prec@1 62.500 (47.059)	
Epoch: [0][136/200], lr: 0.00038	Time 0.076 (0.102)	Data 0.000 (0.007)	Loss 0.7033 (0.6948)	Prec@1 37.500 (46.989)	
Epoch: [0][137/200], lr: 0.00038	Time 0.076 (0.102)	Data 0.000 (0.006)	Loss 0.7206 (0.6950)	Prec@1 12.500 (46.739)	
Epoch: [0][138/200], lr: 0.00038	Time 0.081 (0.102)	Data 0.000 (0.006)	Loss 0.7018 (0.6950)	Prec@1 37.500 (46.673)	
Epoch: [0][139/200], lr: 0.00038	Time 0.065 (0.102)	Data 0.000 (0.006)	Loss 0.6863 (0.6949)	Prec@1 62.500 (46.786)	
Epoch: [0][140/200], lr: 0.00038	Time 0.078 (0.101)	Data 0.000 (0.006)	Loss 0.7067 (0.6950)	Prec@1 25.000 (46.631)	
Epoch: [0][141/200], lr: 0.00038	Time 0.086 (0.101)	Data 0.000 (0.006)	Loss 0.6876 (0.6950)	Prec@1 62.500 (46.743)	
Epoch: [0][142/200], lr: 0.00038	Time 0.086 (0.101)	Data 0.000 (0.006)	Loss 0.7036 (0.6950)	Prec@1 25.000 (46.591)	
Epoch: [0][143/200], lr: 0.00038	Time 0.067 (0.101)	Data 0.001 (0.006)	Loss 0.7019 (0.6951)	Prec@1 25.000 (46.441)	
Epoch: [0][144/200], lr: 0.00038	Time 0.071 (0.101)	Data 0.000 (0.006)	Loss 0.6932 (0.6951)	Prec@1 50.000 (46.466)	
Epoch: [0][145/200], lr: 0.00038	Time 0.080 (0.101)	Data 0.000 (0.006)	Loss 0.6956 (0.6951)	Prec@1 37.500 (46.404)	
Epoch: [0][146/200], lr: 0.00038	Time 0.077 (0.100)	Data 0.000 (0.006)	Loss 0.6917 (0.6950)	Prec@1 62.500 (46.514)	
Epoch: [0][147/200], lr: 0.00038	Time 0.076 (0.100)	Data 0.000 (0.006)	Loss 0.6916 (0.6950)	Prec@1 75.000 (46.706)	
Epoch: [0][148/200], lr: 0.00038	Time 0.079 (0.100)	Data 0.000 (0.006)	Loss 0.6931 (0.6950)	Prec@1 50.000 (46.728)	
Epoch: [0][149/200], lr: 0.00038	Time 0.068 (0.100)	Data 0.000 (0.006)	Loss 0.6932 (0.6950)	Prec@1 50.000 (46.750)	
Epoch: [0][150/200], lr: 0.00038	Time 0.069 (0.100)	Data 0.000 (0.006)	Loss 0.6935 (0.6950)	Prec@1 37.500 (46.689)	
Epoch: [0][151/200], lr: 0.00038	Time 0.076 (0.100)	Data 0.001 (0.006)	Loss 0.6943 (0.6950)	Prec@1 25.000 (46.546)	
Epoch: [0][152/200], lr: 0.00038	Time 0.126 (0.100)	Data 0.000 (0.006)	Loss 0.6931 (0.6950)	Prec@1 50.000 (46.569)	
Epoch: [0][153/200], lr: 0.00038	Time 0.071 (0.100)	Data 0.000 (0.006)	Loss 0.6940 (0.6950)	Prec@1 25.000 (46.429)	
Epoch: [0][154/200], lr: 0.00038	Time 0.081 (0.099)	Data 0.000 (0.006)	Loss 0.6931 (0.6950)	Prec@1 50.000 (46.452)	
Epoch: [0][155/200], lr: 0.00038	Time 0.076 (0.099)	Data 0.000 (0.006)	Loss 0.6933 (0.6949)	Prec@1 37.500 (46.394)	
Epoch: [0][156/200], lr: 0.00038	Time 0.088 (0.099)	Data 0.000 (0.006)	Loss 0.6939 (0.6949)	Prec@1 12.500 (46.178)	
Epoch: [0][157/200], lr: 0.00038	Time 0.069 (0.099)	Data 0.000 (0.006)	Loss 0.6931 (0.6949)	Prec@1 50.000 (46.203)	
Epoch: [0][158/200], lr: 0.00038	Time 0.077 (0.099)	Data 0.000 (0.006)	Loss 0.6934 (0.6949)	Prec@1 37.500 (46.148)	
Epoch: [0][159/200], lr: 0.00038	Time 0.069 (0.099)	Data 0.000 (0.006)	Loss 0.6925 (0.6949)	Prec@1 75.000 (46.328)	
Epoch: [0][160/200], lr: 0.00038	Time 0.077 (0.099)	Data 0.000 (0.006)	Loss 0.6931 (0.6949)	Prec@1 50.000 (46.351)	
Epoch: [0][161/200], lr: 0.00038	Time 0.083 (0.098)	Data 0.000 (0.006)	Loss 0.6914 (0.6949)	Prec@1 75.000 (46.528)	
Epoch: [0][162/200], lr: 0.00038	Time 0.071 (0.098)	Data 0.000 (0.006)	Loss 0.6932 (0.6949)	Prec@1 50.000 (46.549)	
Epoch: [0][163/200], lr: 0.00038	Time 0.082 (0.098)	Data 0.000 (0.005)	Loss 0.6985 (0.6949)	Prec@1 12.500 (46.341)	
Epoch: [0][164/200], lr: 0.00038	Time 0.070 (0.098)	Data 0.000 (0.005)	Loss 0.6895 (0.6948)	Prec@1 75.000 (46.515)	
Epoch: [0][165/200], lr: 0.00038	Time 0.081 (0.098)	Data 0.000 (0.005)	Loss 0.6932 (0.6948)	Prec@1 50.000 (46.536)	
Epoch: [0][166/200], lr: 0.00038	Time 0.075 (0.098)	Data 0.000 (0.005)	Loss 0.6909 (0.6948)	Prec@1 62.500 (46.632)	
Epoch: [0][167/200], lr: 0.00038	Time 0.074 (0.098)	Data 0.001 (0.005)	Loss 0.6958 (0.6948)	Prec@1 37.500 (46.577)	
Epoch: [0][168/200], lr: 0.00038	Time 0.071 (0.097)	Data 0.000 (0.005)	Loss 0.6960 (0.6948)	Prec@1 37.500 (46.524)	
Epoch: [0][169/200], lr: 0.00038	Time 0.082 (0.097)	Data 0.000 (0.005)	Loss 0.6904 (0.6948)	Prec@1 62.500 (46.618)	
Epoch: [0][170/200], lr: 0.00038	Time 0.078 (0.097)	Data 0.000 (0.005)	Loss 0.6932 (0.6948)	Prec@1 50.000 (46.637)	
Epoch: [0][171/200], lr: 0.00038	Time 0.072 (0.097)	Data 0.000 (0.005)	Loss 0.6994 (0.6948)	Prec@1 25.000 (46.512)	
Epoch: [0][172/200], lr: 0.00038	Time 0.073 (0.097)	Data 0.000 (0.005)	Loss 0.6932 (0.6948)	Prec@1 50.000 (46.532)	
Epoch: [0][173/200], lr: 0.00038	Time 0.085 (0.097)	Data 0.000 (0.005)	Loss 0.6904 (0.6948)	Prec@1 62.500 (46.624)	
Epoch: [0][174/200], lr: 0.00038	Time 0.072 (0.097)	Data 0.000 (0.005)	Loss 0.6960 (0.6948)	Prec@1 37.500 (46.571)	
Epoch: [0][175/200], lr: 0.00038	Time 0.076 (0.097)	Data 0.000 (0.005)	Loss 0.6959 (0.6948)	Prec@1 37.500 (46.520)	
Epoch: [0][176/200], lr: 0.00038	Time 0.072 (0.097)	Data 0.000 (0.005)	Loss 0.6956 (0.6948)	Prec@1 37.500 (46.469)	
Epoch: [0][177/200], lr: 0.00038	Time 0.083 (0.096)	Data 0.000 (0.005)	Loss 0.6911 (0.6948)	Prec@1 62.500 (46.559)	
Epoch: [0][178/200], lr: 0.00038	Time 0.070 (0.096)	Data 0.000 (0.005)	Loss 0.6893 (0.6947)	Prec@1 75.000 (46.718)	
Epoch: [0][179/200], lr: 0.00038	Time 0.088 (0.096)	Data 0.000 (0.005)	Loss 0.6912 (0.6947)	Prec@1 62.500 (46.806)	
Epoch: [0][180/200], lr: 0.00038	Time 0.070 (0.096)	Data 0.000 (0.005)	Loss 0.6888 (0.6947)	Prec@1 75.000 (46.961)	
Epoch: [0][181/200], lr: 0.00038	Time 0.070 (0.096)	Data 0.000 (0.005)	Loss 0.6958 (0.6947)	Prec@1 37.500 (46.909)	
Epoch: [0][182/200], lr: 0.00038	Time 0.084 (0.096)	Data 0.000 (0.005)	Loss 0.7015 (0.6947)	Prec@1 12.500 (46.721)	
Epoch: [0][183/200], lr: 0.00038	Time 0.116 (0.096)	Data 0.000 (0.005)	Loss 0.6906 (0.6947)	Prec@1 62.500 (46.807)	
Epoch: [0][184/200], lr: 0.00038	Time 0.078 (0.096)	Data 0.000 (0.005)	Loss 0.6932 (0.6947)	Prec@1 50.000 (46.824)	
Epoch: [0][185/200], lr: 0.00038	Time 0.073 (0.096)	Data 0.000 (0.005)	Loss 0.6906 (0.6947)	Prec@1 62.500 (46.909)	
Epoch: [0][186/200], lr: 0.00038	Time 0.073 (0.096)	Data 0.000 (0.005)	Loss 0.6879 (0.6947)	Prec@1 75.000 (47.059)	
Epoch: [0][187/200], lr: 0.00038	Time 0.069 (0.096)	Data 0.000 (0.005)	Loss 0.6962 (0.6947)	Prec@1 37.500 (47.008)	
Epoch: [0][188/200], lr: 0.00038	Time 0.072 (0.095)	Data 0.000 (0.005)	Loss 0.6963 (0.6947)	Prec@1 37.500 (46.958)	
Epoch: [0][189/200], lr: 0.00038	Time 0.079 (0.095)	Data 0.000 (0.005)	Loss 0.6995 (0.6947)	Prec@1 25.000 (46.842)	
Epoch: [0][190/200], lr: 0.00038	Time 0.057 (0.095)	Data 0.000 (0.005)	Loss 0.6961 (0.6947)	Prec@1 37.500 (46.793)	
Epoch: [0][191/200], lr: 0.00038	Time 0.075 (0.095)	Data 0.000 (0.005)	Loss 0.6855 (0.6947)	Prec@1 87.500 (47.005)	
Epoch: [0][192/200], lr: 0.00038	Time 0.075 (0.095)	Data 0.000 (0.005)	Loss 0.6906 (0.6946)	Prec@1 62.500 (47.085)	
Epoch: [0][193/200], lr: 0.00038	Time 0.069 (0.095)	Data 0.000 (0.005)	Loss 0.6904 (0.6946)	Prec@1 62.500 (47.165)	
Epoch: [0][194/200], lr: 0.00038	Time 0.079 (0.095)	Data 0.000 (0.005)	Loss 0.6932 (0.6946)	Prec@1 50.000 (47.179)	
Epoch: [0][195/200], lr: 0.00038	Time 0.067 (0.095)	Data 0.000 (0.005)	Loss 0.6932 (0.6946)	Prec@1 50.000 (47.194)	
Epoch: [0][196/200], lr: 0.00038	Time 0.071 (0.094)	Data 0.000 (0.005)	Loss 0.6932 (0.6946)	Prec@1 50.000 (47.208)	
Epoch: [0][197/200], lr: 0.00038	Time 0.076 (0.094)	Data 0.000 (0.005)	Loss 0.6933 (0.6946)	Prec@1 50.000 (47.222)	
Epoch: [0][198/200], lr: 0.00038	Time 0.071 (0.094)	Data 0.000 (0.005)	Loss 0.6970 (0.6946)	Prec@1 37.500 (47.173)	
Epoch: [0][199/200], lr: 0.00038	Time 0.067 (0.094)	Data 0.000 (0.005)	Loss 0.6970 (0.6946)	Prec@1 37.500 (47.125)	
Test: [0/50]	Time 0.659 (0.659)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [1/50]	Time 0.149 (0.404)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [2/50]	Time 0.030 (0.279)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [3/50]	Time 0.032 (0.218)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [4/50]	Time 0.035 (0.181)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [5/50]	Time 0.032 (0.156)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [6/50]	Time 0.044 (0.140)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [7/50]	Time 0.036 (0.127)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [8/50]	Time 0.029 (0.116)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [9/50]	Time 0.190 (0.124)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [10/50]	Time 0.029 (0.115)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [11/50]	Time 0.030 (0.108)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [12/50]	Time 0.037 (0.102)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [13/50]	Time 0.037 (0.098)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [14/50]	Time 0.033 (0.093)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [15/50]	Time 0.039 (0.090)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [16/50]	Time 0.044 (0.087)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [17/50]	Time 0.103 (0.088)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [18/50]	Time 0.094 (0.088)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [19/50]	Time 0.035 (0.086)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [20/50]	Time 0.030 (0.083)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [21/50]	Time 0.030 (0.081)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [22/50]	Time 0.031 (0.079)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [23/50]	Time 0.033 (0.077)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [24/50]	Time 0.032 (0.075)	Loss 0.6786 (0.6786)	Prec@1 100.000 (100.000)	
Test: [25/50]	Time 0.237 (0.081)	Loss 0.7079 (0.6797)	Prec@1 0.000 (96.154)	
Test: [26/50]	Time 0.035 (0.079)	Loss 0.7079 (0.6808)	Prec@1 0.000 (92.593)	
Test: [27/50]	Time 0.032 (0.078)	Loss 0.7079 (0.6818)	Prec@1 0.000 (89.286)	
Test: [28/50]	Time 0.030 (0.076)	Loss 0.7079 (0.6827)	Prec@1 0.000 (86.207)	
Test: [29/50]	Time 0.031 (0.075)	Loss 0.7079 (0.6835)	Prec@1 0.000 (83.333)	
Test: [30/50]	Time 0.031 (0.073)	Loss 0.7079 (0.6843)	Prec@1 0.000 (80.645)	
Test: [31/50]	Time 0.030 (0.072)	Loss 0.7079 (0.6850)	Prec@1 0.000 (78.125)	
Test: [32/50]	Time 0.036 (0.071)	Loss 0.7079 (0.6857)	Prec@1 0.000 (75.758)	
Test: [33/50]	Time 0.336 (0.079)	Loss 0.7079 (0.6864)	Prec@1 0.000 (73.529)	
Test: [34/50]	Time 0.031 (0.077)	Loss 0.7079 (0.6870)	Prec@1 0.000 (71.429)	
Test: [35/50]	Time 0.033 (0.076)	Loss 0.7079 (0.6876)	Prec@1 0.000 (69.444)	
Test: [36/50]	Time 0.203 (0.079)	Loss 0.7079 (0.6881)	Prec@1 0.000 (67.568)	
Test: [37/50]	Time 0.029 (0.078)	Loss 0.7079 (0.6886)	Prec@1 0.000 (65.789)	
Test: [38/50]	Time 0.030 (0.077)	Loss 0.7079 (0.6891)	Prec@1 0.000 (64.103)	
Test: [39/50]	Time 0.032 (0.076)	Loss 0.7079 (0.6896)	Prec@1 0.000 (62.500)	
Test: [40/50]	Time 0.033 (0.075)	Loss 0.7079 (0.6900)	Prec@1 0.000 (60.976)	
Test: [41/50]	Time 0.062 (0.074)	Loss 0.7079 (0.6905)	Prec@1 0.000 (59.524)	
Test: [42/50]	Time 0.116 (0.075)	Loss 0.7079 (0.6909)	Prec@1 0.000 (58.140)	
Test: [43/50]	Time 0.037 (0.074)	Loss 0.7079 (0.6913)	Prec@1 0.000 (56.818)	
Test: [44/50]	Time 0.210 (0.077)	Loss 0.7079 (0.6916)	Prec@1 0.000 (55.556)	
Test: [45/50]	Time 0.029 (0.076)	Loss 0.7079 (0.6920)	Prec@1 0.000 (54.348)	
Test: [46/50]	Time 0.028 (0.075)	Loss 0.7079 (0.6923)	Prec@1 0.000 (53.191)	
Test: [47/50]	Time 0.027 (0.074)	Loss 0.7079 (0.6926)	Prec@1 0.000 (52.083)	
Test: [48/50]	Time 0.027 (0.073)	Loss 0.7079 (0.6930)	Prec@1 0.000 (51.020)	
Test: [49/50]	Time 0.053 (0.073)	Loss 0.7079 (0.6933)	Prec@1 0.000 (50.000)	
Testing Results: Prec@1 50.000  Loss 0.69325
Best Prec@1: 50.000

Epoch: [1][0/200], lr: 0.00030	Time 0.654 (0.654)	Data 0.579 (0.579)	Loss 0.6969 (0.6969)	Prec@1 37.500 (37.500)	
Epoch: [1][1/200], lr: 0.00030	Time 0.082 (0.368)	Data 0.001 (0.290)	Loss 0.6967 (0.6968)	Prec@1 37.500 (37.500)	
Epoch: [1][2/200], lr: 0.00030	Time 0.079 (0.272)	Data 0.001 (0.194)	Loss 0.6932 (0.6956)	Prec@1 50.000 (41.667)	
Epoch: [1][3/200], lr: 0.00030	Time 0.062 (0.220)	Data 0.000 (0.145)	Loss 0.6962 (0.6958)	Prec@1 37.500 (40.625)	
Epoch: [1][4/200], lr: 0.00030	Time 0.085 (0.193)	Data 0.000 (0.116)	Loss 0.6932 (0.6952)	Prec@1 50.000 (42.500)	
Epoch: [1][5/200], lr: 0.00030	Time 0.145 (0.185)	Data 0.000 (0.097)	Loss 0.6955 (0.6953)	Prec@1 37.500 (41.667)	
Epoch: [1][6/200], lr: 0.00030	Time 0.064 (0.167)	Data 0.000 (0.083)	Loss 0.6932 (0.6950)	Prec@1 50.000 (42.857)	
Epoch: [1][7/200], lr: 0.00030	Time 0.073 (0.156)	Data 0.000 (0.073)	Loss 0.6932 (0.6948)	Prec@1 50.000 (43.750)	
Epoch: [1][8/200], lr: 0.00030	Time 0.076 (0.147)	Data 0.000 (0.065)	Loss 0.6973 (0.6950)	Prec@1 12.500 (40.278)	
Epoch: [1][9/200], lr: 0.00030	Time 0.086 (0.141)	Data 0.000 (0.058)	Loss 0.6940 (0.6949)	Prec@1 37.500 (40.000)	
Epoch: [1][10/200], lr: 0.00030	Time 0.066 (0.134)	Data 0.000 (0.053)	Loss 0.6939 (0.6948)	Prec@1 12.500 (37.500)	
Epoch: [1][11/200], lr: 0.00030	Time 0.074 (0.129)	Data 0.000 (0.049)	Loss 0.6937 (0.6948)	Prec@1 37.500 (37.500)	
Epoch: [1][12/200], lr: 0.00030	Time 0.075 (0.125)	Data 0.000 (0.045)	Loss 0.6944 (0.6947)	Prec@1 37.500 (37.500)	
Epoch: [1][13/200], lr: 0.00030	Time 0.076 (0.121)	Data 0.000 (0.042)	Loss 0.6932 (0.6946)	Prec@1 50.000 (38.393)	
Epoch: [1][14/200], lr: 0.00030	Time 0.074 (0.118)	Data 0.000 (0.039)	Loss 0.6974 (0.6948)	Prec@1 25.000 (37.500)	
Epoch: [1][15/200], lr: 0.00030	Time 0.081 (0.116)	Data 0.000 (0.037)	Loss 0.6932 (0.6947)	Prec@1 50.000 (38.281)	
Epoch: [1][16/200], lr: 0.00030	Time 0.071 (0.113)	Data 0.000 (0.034)	Loss 0.6932 (0.6946)	Prec@1 50.000 (38.971)	
Epoch: [1][17/200], lr: 0.00030	Time 0.071 (0.111)	Data 0.000 (0.033)	Loss 0.6906 (0.6944)	Prec@1 62.500 (40.278)	
Epoch: [1][18/200], lr: 0.00030	Time 0.077 (0.109)	Data 0.000 (0.031)	Loss 0.6961 (0.6945)	Prec@1 37.500 (40.132)	
Epoch: [1][19/200], lr: 0.00030	Time 0.084 (0.108)	Data 0.000 (0.029)	Loss 0.6903 (0.6943)	Prec@1 62.500 (41.250)	
Epoch: [1][20/200], lr: 0.00030	Time 0.077 (0.106)	Data 0.000 (0.028)	Loss 0.6932 (0.6942)	Prec@1 50.000 (41.667)	
Epoch: [1][21/200], lr: 0.00030	Time 0.082 (0.105)	Data 0.000 (0.027)	Loss 0.6899 (0.6940)	Prec@1 62.500 (42.614)	
Epoch: [1][22/200], lr: 0.00030	Time 0.068 (0.104)	Data 0.000 (0.026)	Loss 0.6932 (0.6940)	Prec@1 50.000 (42.935)	
Epoch: [1][23/200], lr: 0.00030	Time 0.079 (0.103)	Data 0.000 (0.024)	Loss 0.7007 (0.6943)	Prec@1 25.000 (42.188)	
Epoch: [1][24/200], lr: 0.00030	Time 0.084 (0.102)	Data 0.000 (0.024)	Loss 0.6895 (0.6941)	Prec@1 62.500 (43.000)	
Epoch: [1][25/200], lr: 0.00030	Time 0.075 (0.101)	Data 0.001 (0.023)	Loss 0.6933 (0.6940)	Prec@1 50.000 (43.269)	
Epoch: [1][26/200], lr: 0.00030	Time 0.070 (0.100)	Data 0.000 (0.022)	Loss 0.6933 (0.6940)	Prec@1 50.000 (43.519)	
Epoch: [1][27/200], lr: 0.00030	Time 0.073 (0.099)	Data 0.000 (0.021)	Loss 0.7011 (0.6943)	Prec@1 25.000 (42.857)	
Epoch: [1][28/200], lr: 0.00030	Time 0.073 (0.098)	Data 0.000 (0.020)	Loss 0.6819 (0.6938)	Prec@1 87.500 (44.397)	
Epoch: [1][29/200], lr: 0.00030	Time 0.077 (0.097)	Data 0.000 (0.020)	Loss 0.6854 (0.6936)	Prec@1 75.000 (45.417)	
Epoch: [1][30/200], lr: 0.00030	Time 0.083 (0.097)	Data 0.000 (0.019)	Loss 0.7018 (0.6938)	Prec@1 25.000 (44.758)	
Epoch: [1][31/200], lr: 0.00030	Time 0.075 (0.096)	Data 0.000 (0.018)	Loss 0.6976 (0.6939)	Prec@1 37.500 (44.531)	
